Symbol,Name,Country,IPO Year,Volume,Sector,Industry
MSCI,MSCI Inc. Common Stock,United States,,423486,Consumer Discretionary,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,1993,71751,Finance,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,United States,2024,126222,,
MSEX,Middlesex Water Company Common Stock,United States,,61062,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,1986,16919446,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,United States,2023,131527,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,United States,2021,2572882,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,2015,78877,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,United States,,675722,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,1995,555830,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,United States,1994,24398,Consumer Staples,Consumer Electronics/Appliances
MSS,Maison Solutions Inc. Class A Common Stock,United States,2023,101408492,Consumer Staples,Food Chains
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,United States,2022,148,Finance,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,United States,2022,100000,Finance,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,1998,9308357,Technology,Computer Software: Prepackaged Software
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,,2093320,Industrials,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,,,518273,Basic Materials,Precious Metals
MTAL,Metals Acquisition Limited Ordinary Shares,United States,,285062,Basic Materials,Metal Mining
MTB,M&T Bank Corporation Common Stock,United States,,1040153,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,United States,,9698,,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,United States,,38612,,
MTC,MMTec Inc. Common Shares,China,2019,2956198,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,United States,,3757443,Technology,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,1997,124432,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,United States,2012,1074682,Energy,Oil & Gas Production
MTEK,Maris-Tech Ltd. Ordinary Shares,Israel,2022,2617,Telecommunications,Telecommunications Equipment
MTEKW,Maris-Tech Ltd. Warrants,Israel,2022,761,Telecommunications,Telecommunications Equipment
MTEM,Molecular Templates Inc. Common Stock,United States,2005,32126,Health Care,Biotechnology: Pharmaceutical Preparations
MTEN,Mingteng International Corporation Inc. Ordinary Shares,China,2024,20885,Industrials,Building Products
MTEX,Mannatech Incorporated Common Stock,United States,,13967,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,United States,1991,1326226,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,,335711,Consumer Discretionary,Homebuilding
MTLS,Materialise NV American Depositary Shares,Belgium,2014,144751,Technology,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,United States,1997,610997,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States,2017,16579,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,United States,,9520,Energy,Oil & Gas Production
MTRN,Materion Corporation,United States,,98965,Industrials,Industrial Specialties
MTRX,Matrix Service Company Common Stock,United States,1990,281761,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,2012,511904,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,United States,2021,1030407,Technology,Computer Software: Prepackaged Software
MTUS,Metallus Inc. Common Shares,United States,2014,381630,Industrials,Steel/Iron Ore
MTW,Manitowoc Company Inc. (The) Common Stock,United States,,183645,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,1992,117849,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,,606292,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,United States,,22890957,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,1993,91848,Finance,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,1998,114138,Finance,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,,66137,Finance,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,,1280464,Finance,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States,2003,262060,Finance,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,1998,105251,Finance,Investment Bankers/Brokers/Service
MULN,Mullen Automotive Inc. Common Stock,United States,,2208209,Technology,EDP Services
MUR,Murphy Oil Corporation Common Stock,United States,,1125869,Energy,Oil & Gas Production
MURA,Mural Oncology plc Ordinary Shares ,Ireland,,100703,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,Murphy USA Inc. Common Stock,United States,2013,195403,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,McEwen Mining Inc. Common Stock,Canada,,1095089,Basic Materials,Precious Metals
MVBF,MVB Financial Corp. Common Stock,United States,,18522,Finance,Major Banks
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,1988,62518,Finance,Investment Bankers/Brokers/Service
MVIS,MicroVision Inc. Common Stock,United States,1996,1213770,Technology,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,United States,2007,16155,Energy,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,United States,2019,1248234,Miscellaneous,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,United States,2019,2100,Miscellaneous,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,1993,40775,Finance,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,United States,2006,836285,Industrials,Metal Fabrications
MWG,Multi Ways Holdings Limited Ordinary Shares,,2023,532765,Consumer Discretionary,Miscellaneous manufacturing industries
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg,2011,162368,Technology,Semiconductors
MXC,Mexco Energy Corporation Common Stock,United States,2003,11116,Energy,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,United States,2021,179180,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,,18147,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,United States,,20602,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,United States,2010,805477,Technology,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,1991,108720,Finance,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,United States,1983,214813,Industrials,Plastic Products
MYFW,First Western Financial Inc. Common Stock,United States,2018,13168,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,United States,1995,560089,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,,105302,Finance,Investment Bankers/Brokers/Service
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,1992,147783,Finance,Finance Companies
MYNA,Mynaric AG American Depository Shares,Germany,2021,152655,Consumer Discretionary,Telecommunications Equipment
MYND,Mynd.ai Inc. American Depositary Shares,,2017,42207,Real Estate,Other Consumer Services
MYNZ,Mainz Biomed N.V. Ordinary Shares,Germany,2021,1710738,Health Care,Biotechnology: Pharmaceutical Preparations
MYO,Myomo Inc. Common Stock,United States,2017,57560,Health Care,Industrial Specialties
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States,2020,138573,Technology,Computer Software: Prepackaged Software
MYPSW,PLAYSTUDIOS Inc. Warrant,United States,2020,11081,Technology,Computer Software: Prepackaged Software
MYRG,MYR Group Inc. Common Stock,United States,2008,116704,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size Inc. Common Stock,Israel,,31476,Technology,Computer Software: Prepackaged Software
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,2021,34254,Consumer Discretionary,Catalog/Specialty Distribution
NA,Nano Labs Ltd Class A Ordinary Shares,China,2022,54782,Technology,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,China,2017,95360,Consumer Discretionary,Other Specialty Stores
NABL,N-able Inc. Common Stock,United States,2021,232720,Technology,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,United States,1999,665052,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,1999,482129,Finance,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock,United States,,5449,Health Care, Medicinal Chemicals and Botanical Products 
NAK,Northern Dynasty Minerals Ltd. Common Stock,Canada,,639151,Basic Materials,Precious Metals
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Netherlands,,118457,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Netherlands,,762,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,1999,96773,Finance,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,United States,,26920,Health Care,Industrial Specialties
NAPA,The Duckhorn Portfolio Inc. Common Stock,United States,2021,1287947,Consumer Staples,Beverages (Production/Distribution)
NARI,Inari Medical Inc. Common Stock,United States,2020,628519,Health Care,Medical/Dental Instruments
NAT,Nordic American Tankers Limited Common Stock,Bermuda,1995,2096646,Consumer Discretionary,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,United States,1993,8362,Consumer Discretionary,Restaurants
NATL,NCR Atleos Corporation Common Stock,United States,2023,208785,Miscellaneous,Office Equipment/Supplies/Services
NATR,Nature's Sunshine Products Inc. Common Stock,United States,,21218,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States,2020,107978,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,Navient Corporation Common Stock,United States,,792345,Finance,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,1992,17461,Finance,Finance/Investors Services
NB,NioCorp Developments Ltd. Common Stock,United States,,90193,Basic Materials,Metal Mining
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,2010,95552,Finance,Finance Companies
NBBK,NB Bancorp Inc. Common Stock,United States,2023,191688,Finance,Banks
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,2002,35320,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,United States,2012,178944,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,1996,882003,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,United States,,61483,Finance,Major Banks
NBR,Nabors Industries Ltd.,Bermuda,1951,314366,Energy,Oil & Gas Production
NBTB,NBT Bancorp Inc. Common Stock,United States,,146115,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,France,2020,34404,Health Care,Biotechnology: Pharmaceutical Preparations
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,United States,2021,180566,Finance,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States,2007,1013910,Health Care,Biotechnology: Pharmaceutical Preparations
NC,NACCO Industries Inc. Common Stock,United States,,11382,Energy,Coal Mining
NCA,Nuveen California Municipal Value Fund,United States,,46165,Finance,Investment Managers
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,,2024,26416,,
NCI,Neo-Concept International Group Holdings Limited Ordinary Shares,Hong Kong,2024,384057,Consumer Discretionary,Apparel
NCL,Northann Corp. Common Stock,,2023,79536,Industrials,Plastic Products
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,,11059535,Consumer Discretionary,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,United States,2007,781819,Consumer Discretionary,Advertising
NCNA,NuCana plc American Depositary Share,United Kingdom,2017,360783,Health Care,Biotechnology: Pharmaceutical Preparations
NCNC,noco-noco Inc. Ordinary Share,Singapore,,288991,Miscellaneous,Industrial Machinery/Components
NCNCW,noco-noco Inc. Warrant,Singapore,,1811,Miscellaneous,Industrial Machinery/Components
NCNO,nCino Inc. Common Stock,United States,2020,617990,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,United States,,124334,Finance,Finance: Consumer Services
NCPLW,Netcapital Inc. Warrants,United States,,1460,Finance,Finance: Consumer Services
NCRA,Nocera Inc. Common Stock,Taiwan,,2433,Consumer Staples,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings Inc. Common Stock,United States,2017,1574,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,China,2004,25785,Finance,Finance: Consumer Services
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States,2003,400287,Finance,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States,,100,,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States,2003,335260,Finance,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States,,5910,,
NDAQ,Nasdaq Inc. Common Stock,United States,,2408170,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,United States,2013,159274,Consumer Discretionary,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,2020,154061,Finance,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,2012,11578,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,United States,2017,2623109,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,United States,,142133,Industrials,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,United States,2022,1550832,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,2002,856943,Finance,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,United States,2021,116084,Finance,Banks
NEE,NextEra Energy Inc. Common Stock,United States,,8204370,Technology,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States,,47868,,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,United States,,292192,,
NEE^S,NextEra Energy Inc. 7.299% Corporate Units,United States,,134257,,
NEGG,Newegg Commerce Inc. Common Shares,China,2010,311135,Consumer Discretionary,Other Specialty Stores
NEM,Newmont Corporation,United States,,9530796,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States,,102,Real Estate,Building operators
NEO,NeoGenomics Inc. Common Stock,United States,,788538,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,1989,1124086,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Sweden,,548903,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,United States,,317100,Miscellaneous,Industrial Machinery/Components
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,2014,885802,Utilities,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,United States,,2472,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,United States,2014,3509,Health Care,Biotechnology: Pharmaceutical Preparations
NET,Cloudflare Inc. Class A Common Stock,United States,2019,1906807,Technology,Computer Software: Prepackaged Software
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,United States,2023,89924,,
NETDU,Nabors Energy Transition Corp. II Unit,United States,2023,2,,
NEU,NewMarket Corp Common Stock,United States,,29308,Industrials,Major Chemicals
NEUE,NeueHealth Inc. Common Stock,United States,2021,1922,Health Care,Medical Specialities
NEWP,New Pacific Metals Corp. Common Shares,Canada,2021,623389,Basic Materials,Precious Metals
NEWT,NewtekOne Inc. Common Stock,United States,,172223,Finance,Major Banks
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,United States,,16067,,
NEWTH,NewtekOne Inc. 8.625% Fixed Rate Senior Notes due 2029,United States,,71045,Finance,Major Banks
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,United States,,3289,Finance,Major Banks
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,United States,,8269,Finance,Major Banks
NEXA,Nexa Resources S.A. Common Shares,Luxembourg,2017,28639,Basic Materials,Metal Mining
NEXN,Nexxen International Ltd. American Depository Shares,Israel,2021,24023,Technology,Computer Software: Programming Data Processing
NEXT,NextDecade Corporation Common Stock,United States,2015,1570695,Utilities,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,2007,133021,Finance,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,United States,2019,2218066,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,United States,,389179,Utilities,Oil/Gas Transmission
NFGC,New Found Gold Corp Common Shares,,2021,917127,Basic Materials,Precious Metals
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,2005,325284,Finance,Finance: Consumer Services
NFLX,Netflix Inc. Common Stock,United States,2002,3561588,Consumer Discretionary,Consumer Electronics/Video Chains
NG,Novagold Resources Inc.,Canada,2003,901289,Basic Materials,Precious Metals
NGD,New Gold Inc.,Canada,,10416480,Basic Materials,Metal Mining
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,,412539,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,2011,254998,Utilities,Natural Gas Distribution
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States,,68753,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,10109,,
NGNE,Neurogene Inc. Common Stock ,Canada,2014,112584,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,Natural Gas Services Group Inc. Common Stock,United States,2002,31513,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,2012,76408,Consumer Staples,Food Chains
NGVT,Ingevity Corporation Common Stock ,United States,2016,170185,Industrials,Major Chemicals
NHC,National HealthCare Corporation Common Stock,United States,1986,49710,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,United States,,354978,Real Estate,Real Estate Investment Trusts
NHS,Neuberger Berman High Yield Strategies Fund,United States,,181525,Finance,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,United States,,15204,Consumer Discretionary,Consumer Specialties
NI,NiSource Inc Common Stock,United States,,3322709,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,United States,2022,22881,Finance,Major Banks
NICE,NICE Ltd American Depositary Shares,Israel,,511973,Technology,Computer Software: Prepackaged Software
NICK,Nicholas Financial Inc. Common Stock,United States,,7746,Finance,Finance Companies
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,2007,57290,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,1992,35996,Finance,Trusts Except Educational Religious and Charitable
NINE,Nine Energy Service Inc. Common Stock,United States,2018,122033,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,United States,2018,116016678,Consumer Discretionary,Auto Manufacturing
NIOBW,NioCorp Developments Ltd. Warrant,United States,,1613,Basic Materials,Metal Mining
NIPG,NIP Group Inc. American Depositary Shares,Sweden,2024,69738,Consumer Discretionary,Services-Misc. Amusement & Recreation
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China,2016,144555,Industrials,Metal Fabrications
NITO,N2OFF Inc. Common Stock,Israel,,1599863,Industrials,Agricultural Chemicals
NIU,Niu Technologies American Depositary Shares,China,2018,805429,Consumer Discretionary,Auto Manufacturing
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,Singapore,,29268,Health Care,Misc Health and Biotechnology Services
NIVFW,NewGenIvf Group Limited Warrants,Singapore,,13454,Health Care,Misc Health and Biotechnology Services
NJR,NewJersey Resources Corporation Common Stock,United States,,738679,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,United States,,21119898,Consumer Discretionary,Shoe Manufacturing
NKGN,NKGen Biotech Inc. Common Stock,United States,,126445,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKGNW,NKGen Biotech Inc. Warrants,United States,,47917,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKLA,Nikola Corporation Common Stock,United States,2018,2548889,Consumer Discretionary,Auto Manufacturing
NKSH,National Bankshares Inc. Common Stock,United States,,6855,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,United States,,815515,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,United States,2020,602091,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,2002,78269,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,United States,,37985,Industrials,Major Chemicals
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,United States,2023,104348,Real Estate,Real Estate Investment Trusts
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Switzerland,2021,199965,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc. Common Stock,United States,,7178073,Real Estate,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,United States,,75208,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,113084,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,36668,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,United States,2021,93514,Finance,Investment Managers
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,,2019,204952,Finance,Finance/Investors Services
NMFC,New Mountain Finance Corporation Common Stock,United States,,522432,Finance,Finance/Investors Services
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,United States,,2631,,
NMG,Nouveau Monde Graphite Inc. Common Shares,,,29278,Basic Materials,Other Metals and Minerals
NMHI,Nature's Miracle Holding Inc. Common Stock,United States,,166161,Industrials,Industrial Machinery/Components
NMHIW,Nature's Miracle Holding Inc. Warrants,United States,,200,Industrials,Industrial Machinery/Components
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States,1988,24972,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Common Stock,United States,2013,354252,Finance,Property-Casualty Insurers
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,United States,2013,163484,Finance,Finance/Investors Services
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Greece,2007,192104,Consumer Discretionary,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,Japan,,993663,Finance,Investment Bankers/Brokers/Service
NMRA,Neumora Therapeutics Inc. Common Stock,United States,2023,783851,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,Newmark Group Inc. Class A Common Stock,United States,2017,869423,Finance,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,United States,2014,4191,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,United States,,14960,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,United States,,102147,Health Care,Medical/Dental Instruments
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States,2003,214198,Finance,Finance/Investors Services
NN,NextNav Inc. Common Stock,United States,,712548,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,United States,,14716,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,United States,1994,69579,Industrials,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,,525352,Technology,Electrical Products
NNE,Nano Nuclear Energy Inc. Common Stock,United States,2024,5769079,Utilities,Electric Utilities: Central
NNI,Nelnet Inc. Common Stock,United States,2003,110673,Finance,Finance: Consumer Services
NNN,NNN REIT Inc. Common Stock,United States,,739507,Real Estate,Real Estate Investment Trusts
NNOX,NANO-X IMAGING LTD Ordinary Shares,Israel,2020,781765,Health Care,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,United States,,166818,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,United States,1988,35111,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Canada,2006,45730,Energy,Oilfield Services/Equipment
NOAH,Noah Holdings Limited American Depositary Shares,China,2010,658793,Finance,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,United States,,528076,Industrials,Industrial Machinery/Components
NODK,NI Holdings Inc. Common Stock,United States,2017,5797,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas Inc. Common Stock,United States,2022,1416811,Energy,Oil & Gas Production
NOK,Nokia Corporation Sponsored American Depositary Shares,Finland,1994,22847192,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund ,United States,1993,3140,Finance,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,United Kingdom,2016,713097,Consumer Staples,Packaged Foods
NOTE,FiscalNote Holdings Inc. Class A common stock,United States,2022,282882,Consumer Discretionary,Business Services
NOTV,Inotiv Inc. Common Stock,United States,,110877,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NOV,NOV Inc. Common Stock,United States,,3393514,Industrials,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,United States,2019,3295438,Utilities,Power Generation
NOVT,Novanta Inc. Common Stock,United States,,117091,Miscellaneous,Industrial Machinery/Components
NOW,ServiceNow Inc. Common Stock,United States,2012,998021,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II Class A Common Stock,United States,2021,2,Finance,Blank Checks
NPABU,New Providence Acquisition Corp. II Unit,United States,2021,1,Finance,Blank Checks
NPABW,New Providence Acquisition Corp. II Warrant,United States,2021,14500,Finance,Blank Checks
NPCE,Neuropace Inc. Common Stock,United States,2021,59712,Health Care,Medical/Dental Instruments
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,United States,2021,154911,Finance,Investment Managers
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,United States,2021,105248,Finance,Trusts Except Educational Religious and Charitable
NPK,National Presto Industries Inc. Common Stock,United States,,57964,Industrials,Ordnance And Accessories
NPO,Enpro Inc. Common Stock,United States,,41061,Industrials,Metal Fabrications
